year,indicator_code,indicator_name,value
2007,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",14176076845.4646
2007,NV.AGR.TOTL.KD.ZG,"Agriculture, forestry, and fishing, value added (annual % growth)",6.69249627696308
2007,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",17.8065367823955
2007,NY.ADJ.NNTY.CD,Adjusted net national income (current US$),77464643918.9879
2007,NY.GNP.PCAP.CD,"GNI per capita, Atlas method (current US$)",580.0
2007,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",2520.0
2007,SL.AGR.EMPL.FE.ZS,"Employment in agriculture, female (% of female employment)",56.965903530146
2007,SL.AGR.EMPL.MA.ZS,"Employment in agriculture, male (% of male employment)",47.1852219014365
2007,SN.ITK.DEFC.ZS,Prevalence of undernourishment (% of population),16.1
2007,SP.RUR.TOTL.ZS,Rural population (% of total population),73.584696220689
